#CSB for Windows/Linux Version 15.7
#                  0001 --> Turn Left
#                  0002 --> Turn Right
#                  0003 --> Move Forward
#                  0004 --> Slide Right
#                  0005 --> Move Backward
#                  0006 --> Slide Left
#                  000b --> Leave Inventory Screen
#                  0046 --> Click mouth to feed
#                  0047 --> Click eye to show skills
#                  0050 --> Click in Viewport
#                  0053 --> Select Inventory Screen
#                  006f --> Select Attack Character/option
#                  008c --> Select Disk option from inventory
#                  0093 --> Freeze Game
#                  0094 --> un-Freeze Game
#                  00c9 --> Resume (at prison door)
#                  00d2 --> First Menu option
#                  00d3 --> Second Menu Option
#                  00d4 --> Third Menu Option
#                  0add --> Mouse button up
#                  6665 --> Version Signiture
#                  6666 --> Graphics Signiture
#                  6667 --> Dungeon Signiture
#                  6668 --> SaveGame Signiture
#                  6669 --> LoadGame Signiture
#                  666a --> CSBGraphic Signiture
#                  ffff --> Drag out of chartacter order area
## Parameters you can change
##   #[No]DMRules
##   #[No]ExtraTicks
##   #[No]SpeedLimit //Quick Play
##   #[No]Sleep //Skip over any delays for flashing buttons, etc
##   #FastVBLnn // Set VBL multiplier (go fast); If not equal one then
##              // Only display every third frame.  99 is a special case
##              // that goes fast AND displays every frame
##   #TimerTrace<On/Off>
##   #AITrace<On/Off>
##   #DSATrace<On/Off>
00000b5a 006f 0071 0050 accc24aa
00000b5b 0000 0000 0add defe4ede
00000b5e 009b 009e 0050 ba183f38
00000b5f 0000 0000 0add 970537b6
00000b60 0000 0000 0004 cf546e15
00000b62 006f 0071 0050 a5ca371f
00000b63 0000 0000 0add cb3fe937
00000b67 009b 009e 0050 fd8ac931
00000b68 0000 0000 0add 008c9412
00000b69 0000 0000 0004 33e8316b
00000b6c 176a 5076 6667 a3155a80
00000b6c 0000 0000 0003 fa0fe88b
00000b6e 0000 0000 0003 93f97f8d
00000b70 0000 0000 0001 6c4fedd2
00000b73 0000 0000 0001 410eea72
00000b75 0000 0000 0004 2217e24a
00000b78 006f 0071 0050 3157b968
00000b79 0000 0000 0add 6ae4b125
00000b7c 009b 009e 0050 a8a3742d
00000b7d 0000 0000 0add 697bee9d
00000b7e 0000 0000 0004 bcf24954
00000b80 006f 0071 0050 b348dfa1
00000b81 0000 0000 0add c77ad013
00000b84 009b 009e 0050 a42926ec
00000b85 0000 0000 0add 0a9ec49f
00000b86 0000 0000 0004 e578e88f
00000b89 006f 0071 0050 57b25ba0
00000b8a 0000 0000 0add 820c1ab4
00000b8d 009b 009e 0050 5e7fe071
00000b8e 0000 0000 0add 14854df6
00000b8f 0000 0000 0004 8b1d97b3
00000b91 006f 0071 0050 e3809a33
00000b92 0000 0000 0add ffddd078
00000b96 009b 009e 0050 6c098b7a
00000b97 0000 0000 0add d0b87a28
00000b98 0000 0000 0004 454b1146
00000b9b 0000 0000 0004 6d043ac0
00000b9d 006f 0071 0050 569b2f53
00000b9e 0000 0000 666a 5a548618
00000b9e 0000 0000 0add df552243
00000ba1 009b 009e 0050 6e69d9b8
00000ba2 0000 0000 0add 997618c2
00000ba3 0000 0000 0004 7d24083b
00000ba6 006f 0071 0050 bfa39b8f
00000ba7 0000 0000 0add d4934a6c
00000baa 009b 009e 0050 a43fe12c
00000bab 0000 0000 0add 9896101a
00000bac 0000 0000 0004 1ff7dac2
00000baf 006f 0071 0050 38bae881
00000bb0 0000 0000 0add fee3b9ad
00000bb3 009b 009e 0050 c300c5f4
00000bb4 0000 0000 0add 58a9baa3
00000bb5 0000 0000 0004 aba68f60
00000bb7 006f 0071 0050 a4c90c13
00000bb8 0000 0000 0add 8be77391
00000bbb 009b 009e 0050 74663ed5
00000bbc 0000 0000 0add 658dc2b7
00000bbd 0000 0000 0004 5db1288c
00000bc0 006f 0071 0050 39735c1b
00000bc1 0000 0000 0add e2ff9eb9
00000bc4 009b 009e 0050 2d0ad8d5
00000bc5 0000 0000 0add 2a7fc479
00000bc6 0000 0000 0004 7df4fbb9
00000bc9 006f 0071 0050 d0733bac
00000bca 0000 0000 0add f87f1ed3
00000bcd 009b 009e 0050 d1236814
00000bce 0000 0000 0add a3ec7a88
00000bcf 0000 0000 0004 635d553b
00000bd1 0000 0000 0004 02aba513
00000bd4 006f 0071 0050 d016085a
00000bd5 0000 0000 0add cf92e033
00000bd8 009b 009e 0050 2711620e
00000bd9 0000 0000 0add 9cac3820
00000bda 0000 0000 0004 daa8264e
00000bdc 006f 0071 0050 6fc1799a
00000bdd 0000 0000 0add b0a6b442
00000be0 009b 009e 0050 58da82ab
00000be1 0000 0000 0add c1f0a4c2
00000be2 0000 0000 0004 274ada7a
00000be6 0000 0004 2221 3e0c812a
00000be6 0000 0000 0002 5265c9c1
00000bec 00f3 0067 006f 8a5895ef
00000bed 0000 0000 0add 088d2c36
00000bee 00f3 0067 006f e6d4dd8e
00000bef 0000 0000 0add 45138daf
00000bf2 0108 0067 006f 596c9246
00000bf3 0000 0000 0add a89b0976
00000bf4 0108 005b 006f ca5e7ec8
00000bf5 0000 0000 0add c75f20ed
00000bfb 00f3 0067 006f f243b5a6
00000bfc 0000 0000 0add 700195d4
00000bfc 0000 0000 0005 700195d4
00000c00 0108 0067 006f 8715ef31
00000c01 0000 0000 0add 6a320f5f
00000c0b 0108 005b 006f ea74dedf
00000c0c 0000 0000 0add 0e6971f9
00000c0e 00f3 0067 006f e11aeee7
00000c0f 0000 0000 0add b64087d6
00000c0f 00f3 0067 006f b64087d6
00000c10 0000 0000 0add 09bfc872
00000c11 0000 0000 0005 59ca7ba4
00000c16 0000 0000 0003 e1fc5029
00000c19 0000 0000 0003 d9dd36d9
00000c1b 0000 0000 0003 e983200b
00000c1c 0000 0000 0001 93ae3189
00000c21 0000 0000 0006 fc053779
00000c24 0000 0000 0004 60986257
00000c27 006f 0071 0050 f740abc0
00000c28 0000 0000 0add f2183777
00000c2a 009b 009e 0050 5c8b1882
00000c2b 0000 0000 0add ca714007
00000c2d 0000 0000 0001 df306fe3
00000c30 0000 0000 0001 33d6702c
00000c34 0000 0000 0002 2c3697ad
00000c41 00fc 002d 0064 1fee04e4
00000c42 0000 0000 0add 2febe995
00000c47 011b 0038 0064 8b059ef1
00000c48 0000 0000 0add 3506b6f9
00000c49 010c 0044 0064 ab09b66f
00000c4a 0000 0000 0add 1bf8c0db
00000c51 012b 002d 0064 342e49cc
00000c52 0000 0000 0add 948e2a2b
00000c55 00f1 0038 0064 0f6e8e92
00000c56 0000 0000 0add 1a0216c1
00000c58 011b 0038 0064 ed3677d1
00000c59 0000 0000 0add 728fe809
00000c5b 010c 0044 0064 1629a606
00000c5c 0000 0000 0add 4c5608b5
00000c67 0139 002d 0064 f022c5a6
00000c68 0000 0000 0add 1d039ded
00000c6e 011b 0038 0064 8df845f2
00000c6f 0000 0000 0add a16dbe2b
00000c70 010c 0044 0064 2262ffba
00000c71 0000 0000 0add 84978216
00000c7f 00ee 002d 0064 ea0327b9
00000c80 0000 0000 0add 565d0ba4
00000c83 00f1 0038 0064 b7d9b511
00000c84 0000 0000 0add e69bdd49
00000c85 00f1 0038 0064 c926c515
00000c86 0000 0000 0add 46b077fb
00000c88 010c 0044 0064 fe3785a8
00000c89 0000 0000 0add bc496d97
00000c92 0000 0000 0053 ea4822c0
00000c93 0000 0000 0add cbab159f
00000c97 0000 0000 0091 84d54f96
00000c9f 0000 0000 0add bee86c8b
00000d27 00a2 006c 0092 3f7918ee
00000d28 0000 0000 0add b4c5bd81
00000d2e 00f1 0038 0064 7ff05ade
00000d2f 0000 0000 0add f2c810ef
00000d2f 00f1 0038 0064 f2c810ef
00000d30 0000 0000 0add 9a4d3cb9
00000d33 010c 0044 0064 480f5ad1
00000d34 0000 0000 0add 3c8716d5
00000d3d 011d 002d 0064 c021486b
00000d3e 0000 0000 0add a28395e5
00000d41 00f1 0038 0064 81b58ae7
00000d42 0000 0000 0add 32eb3430
00000d44 011b 0038 0064 50ae22e5
00000d45 0000 0000 0add 609232f1
00000d48 010c 0044 0064 2c5b8239
00000d49 0000 0000 0add 5b950d30
00000d4d 012b 002d 0064 d477bf91
00000d4e 0000 0000 0add 4e1157c9
00000d53 00f1 0038 0064 7ddb3292
00000d54 0000 0000 0add 8799f155
00000d57 011b 0038 0064 a8a23d94
00000d58 0000 0000 0add 8728f7ec
00000d5a 010c 0044 0064 1847ea51
00000d5b 0000 0000 0add ced143b7
00000d5f 0139 002d 0064 e9a4d7ff
00000d60 1354 c22a 6666 41780c52
00000d60 0000 0000 0add 57abd675
00000d63 00f1 0038 0064 6a974034
00000d64 0000 0000 0add 5aa1311f
00000d67 011b 0038 0064 97d762da
00000d68 0000 0000 0add 1ccd4f03
00000d6a 010c 0044 0064 f47a661f
00000d6b 0000 0000 0add 5226dd8b
00000da1 0137 002d 0093 dc830cb9
00000da1 0065 007f 0094 dc830cb9
00000da2 0000 0000 0add 962a0f25
00000dad 0000 0000 0002 5bd07b27
00000db1 0000 0000 0001 0cbdb81c
00000db4 0000 0000 0003 77d57e8d
00000db6 0000 0000 0003 a4a1c389
00000db8 0000 0000 0003 212c7f86
00000dba 0000 0000 0002 7a532dcb
00000dbc 0000 0000 0003 c65109b0
00000dbe 0000 0000 0003 4a80ab9e
00000dc0 0000 0000 0002 319ca473
00000dc3 0000 0000 0003 5d01feb7
00000dca 0000 0000 0003 b20f9c0d
00000dcc 0000 0000 0003 880a474d
00000dce 0000 0000 0003 65b547b1
00000dd0 0000 0000 0001 969a18a2
00000dd2 0000 0000 0003 c90a5233
00000dd4 0000 0000 0003 9d04ba64
00000dd6 0000 0000 0003 7887bdb7
00000dd9 0000 0000 0002 d6baad35
00000ddc 0000 0000 0003 4a46c3fa
00000dde 0000 0000 0003 c2eed94b
00000de0 0000 0000 0003 39e19a2f
00000dec 0000 0000 0001 ac3f2995
00000df5 0000 0000 0002 1f3cfe16
00000df7 0000 0000 0003 bf29615c
00000df9 0000 0000 0003 cee6374c
00000dfa 0000 0000 0002 b14fe246
00000e02 0000 0000 0003 a08a32b8
00000e04 0000 0000 0003 765a1f5a
00000e05 0000 0000 0001 521cff09
00000e08 0000 0000 0001 beab80dc
00000e0a 0000 0000 0003 96e237d5
00000e0c 0000 0000 0003 69b33180
00000e0e 0000 0000 0001 6c6bc0ee
00000e10 0000 0000 0003 d978b056
00000e12 0000 0000 0001 a7cd94b4
00000e14 0000 0000 0003 b9f574f8
00000e16 0000 0000 0003 9121ce42
00000e17 0000 0000 0002 ee5d176c
00000e19 0000 0000 0003 1db423d9
00000e1b 0000 0000 0003 056ef257
00000e1d 0000 0000 0003 f240b052
00000e20 0000 0000 0003 1c531773
00000e22 0000 0000 0002 26324376
00000e25 0000 0000 0004 31a361c5
00000e28 0000 0000 0053 cfd8a0dd
00000e29 0000 0000 0add 512386a1
00000e33 0064 0011 000d 23633c25
00000e34 0000 0000 0add 60a4a322
00000e35 0000 0000 000b 1df653a2
00000e36 0000 0000 0add 6dc444d1
00000e3b 006f 0052 0050 1926e0b3
00000e3c 0000 0000 0add 9f9773fb
00000e46 0000 0000 0006 6f6a4b7d
00000e49 0000 0000 0003 7a9f8961
00000e4b 0000 0000 0003 ff3fb682
00000e4f 0000 0000 0002 5110634a
00000e5c 006f 0053 0050 09d112b3
00000e5d 0000 0000 0add 55cb957f
00000e61 0000 0000 0053 1b21d63c
00000e62 0000 0000 0add 7200be6b
00000e63 0000 0000 000b fc1b92cd
00000e64 0000 0000 0add 97cf28e3
00000e65 0000 0000 0001 87b26a11
00000e67 0000 0000 0001 81c5036e
00000e6a 0000 0000 0001 4bf09ea4
00000e6d 0000 0000 0002 c9f85d08
00000e8d 00ee 006e 006f 3ca5b18b
00000e8e 0000 0000 0add e50c949f
00000e8f 00f3 0067 006f 79621726
00000e90 0000 0000 0add efcde793
00000e96 0000 0000 0001 fdaa8c40
00000e9a 0000 0000 0003 2e974161
00000e9c 0000 0000 0003 724f950e
00000e9e 0000 0000 0002 16d6cfa0
00000ea0 0000 0000 0002 840f2dc9
00000ea3 0000 0000 0003 486f1c56
00000ea5 0000 0000 0003 4971bf17
00000ea7 0000 0000 0001 cc9abfde
00000ea9 0000 0000 0003 49a8ac31
00000eac 0000 0000 0003 2b9e6830
00000eae 0000 0000 0002 5ceaccf5
00000eb1 0000 0000 0001 61b0133a
00000eb3 0000 0000 0001 fbd34367
00000eb5 0000 0000 0003 ae02ccb6
00000eb7 0000 0000 0002 88ecd686
00000eba 0073 005f 0050 8561297b
00000ebb 0000 0000 0add 74c0ccea
00000ecc 00f6 0065 006f 4633a839
00000ecd 0000 0000 0add 52fd360e
00000ece 00f3 0067 006f 8c36bf3d
00000ecf 0000 0000 0add 369acc0f
00000ed6 0000 0000 0002 e47efe28
00000eda 0000 0000 0003 c0c6a503
00000edd 0000 0000 0002 17065d21
00000ee0 0000 0000 0003 6ca692f7
00000ee2 0000 0000 0003 ead17817
00000ee3 0000 0000 0002 2c38924a
00000ee6 0000 0000 0003 ce8af0b5
00000ee9 0000 0000 0003 fe03372c
00000eec 0000 0000 0001 efcc9006
00000ef0 0000 0000 0003 463e360a
00000ef5 0000 0000 0003 3c166109
00000ef8 0000 0000 0003 56c37a7a
00000efa 0000 0000 0003 72bf754c
00000efc 0000 0000 0001 c1dc35db
00000efe 0000 0000 0003 e2ab085b
00000f00 0000 0000 0003 62f5c1ce
00000f02 0000 0000 0001 dab37f85
00000f04 0000 0000 0003 4900d509
00000f06 0000 0000 0002 644c6351
00000f08 0000 0000 0001 1b26efc5
00000f09 0000 0000 0001 749e9305
00000f0c 0000 0000 0002 0ff30d83
00000f16 00ee 002d 0064 da6a1318
00000f17 0000 0000 0add 279a52de
00000f18 00f1 0038 0064 3ccc5848
00000f19 0000 0000 0add cf5a22dd
00000f19 00f1 0038 0064 cf5a22dd
00000f1a 0000 0000 0add 2b3d9612
00000f1b 010c 0044 0064 a3d624e0
00000f1c 0000 0000 0add d4a73aa2
00000f22 011d 002d 0064 c891c40f
00000f23 0000 0000 0add 332a9564
00000f27 00f1 0038 0064 05ec1e21
00000f28 0000 0000 0add e9319376
00000f2b 011b 0038 0064 84c321f8
00000f2c 0000 0000 0add 54e771c5
00000f2e 010c 0044 0064 7a1cb173
00000f2f 0000 0000 0add 795878cd
00000f36 012b 002d 0064 b834cf68
00000f37 0000 0000 0add 0f4db16a
00000f3c 00f1 0038 0064 da0a6a7c
00000f3d 1354 c22a 6666 8f842c45
00000f3d 0000 0000 0add 7241c62c
00000f3f 011b 0038 0064 035bddf0
00000f40 0000 0000 0add 3bc92e8d
00000f44 0139 002d 0064 989f1dfd
00000f45 0000 0000 0add f7fb6f36
00000f49 00f1 0038 0064 94ebd240
00000f4a 0000 0000 0add d5237880
00000f4e 011b 0038 0064 2054c335
00000f4f 0000 0000 0add 9f285377
00000f51 010c 0044 0064 9cbb6401
00000f52 0000 0000 0add 3092f8aa
00000f60 0000 0000 0053 97755e38
00000f61 0000 0000 0add d716a6de
00000f63 25c3 50c1 6668 e5dca7a7
00000f63 25c3 50c1 2224 e5dca7a7
00000f63 25c3 50c1 6669 532d589d
00000f63 0000 0000 000b 532d589d
00000f78 1354 c22a 6666 8aec270c
00000f78 176a 5076 6667 1d97a527
00000f78 4210 c71e 6665 38c911e6
00000f78 0000 0000 0003 1cecc979
00000f7b 0000 0000 0003 2e862323
00000f7e 0000 0000 0003 2789aee9
00000f80 0000 0000 0001 19c239f1
00000f86 0000 0000 0003 664f1236
00000f8c 0000 0000 0003 27c83ebb
00000f8e 0000 0000 0003 a2a0533a
00000f8f 0000 0000 0002 bae63486
00000f91 0000 0000 0003 09ff7405
00000f93 0000 0000 0003 3758509f
00000f95 0000 0000 0003 a705456d
00000f97 0000 0000 0003 9b22049a
00000f99 0000 0000 0003 673756fe
00000f9b 0000 0000 0003 e9ba973d
00000f9d 0000 0000 0003 93fa5c58
00000f9f 0000 0000 0003 2261dae5
00000fa1 0000 0000 0002 62555a31
00000fa3 0000 0000 0006 79986a87
00000fa6 006f 0077 0050 f434176f
00000fa7 0000 0000 0add 951f1cce
00000fa8 0000 0000 0053 50fbde49
00000fa9 0000 0000 0add 8a8eba16
00000fab 0000 0000 0035 e7684697
00000fac 0000 0000 0add b0e8b37b
00000fad 0000 0000 000b ec1a41e0
00000fae 0000 0000 0add 08292ffd
00000fb0 0000 0000 0002 6c3d306e
00000fb2 0000 0000 0002 f943b8ee
00000fb5 0000 0004 2221 1fbfc1a6
00000fb5 0000 0000 0006 95515c4d
00000fb7 0000 0000 0006 fa9130ef
00000fb9 0000 0000 0006 b74d526e
00000fbb 0000 0000 0006 046daad7
00000fbd 0000 0000 0006 7645af21
00000fbf 0000 0000 0003 71d74766
00000fc1 0000 0000 0003 c80d170f
00000fc3 0000 0000 0003 cc7fb11e
00000fc5 0000 0000 0003 91fe6618
00000fc7 0000 0000 0003 fd8fd1d3
00000fc9 0000 0000 0003 1aeed313
00000fcb 0000 0000 0002 bdaf24a2
00000fce 0000 0000 0003 17c844d6
00000fd0 0000 0000 0003 e35bc455
00000fd2 0000 0000 0004 91428d01
00000fd4 0000 0000 0003 f63af679
00000fd6 0000 0000 0003 3fedc036
00000fd8 0000 0000 0003 7648b23b
00000fda 1354 c22a 6666 516c2a06
00000fda 0000 0000 0003 6144c719
00000fdc 0000 0000 0003 08770b40
00000fde 0000 0000 0003 4c3fc581
00000fe0 0000 0000 0003 63397e3c
00000fe2 0000 0000 0006 932efdc3
00000fe4 0000 0000 0003 bd26f4a4
00000fe6 0000 0000 0003 91556f99
00000fe8 0000 0000 0001 f9af681e
00000fec 0000 0000 0053 a459ee06
00000fed 0000 0000 0add 59f6e06c
00000ff1 0000 0000 0add 751e7449
00000ff3 0000 0000 0add 9069a63a
00000ff5 0000 0000 0add 52adccd6
00000ff5 22cd 8837 6668 52adccd6
00000ff5 22cd 8837 2224 52adccd6
00000ff5 22cd 8837 6669 b49400cf
00000ff5 0000 0000 000b b49400cf
00000ff8 1354 c22a 6666 74d0420e
00000ff8 176a 5076 6667 61743081
00000ff8 4210 c71e 6665 e0406cb8
00000ff8 0000 0000 0002 e3006c63
00000ffa 0000 0000 0003 d3830bb7
00000ffc 1354 c22a 6666 7c582204
00000ffc 0000 0000 0002 770d92bf
00000ffe 0000 0000 0002 9b1b11bd
00001002 00f3 0067 006f 0f2b75ae
00001003 0000 0000 0add 99f5178d
00001008 0000 0000 0001 3e993f1b
00001009 00f3 0067 006f bad635df
0000100a 0000 0000 0add 87d567dd
0000100b 0000 0000 0004 0dd6bf65
0000100d 00ff 0060 006f 0a6f762c
0000100e 0000 0000 0add 15f52307
0000100f 0108 005b 006f be05d243
00001010 0000 0000 0add 43a4dd80
00001010 0000 0000 0006 43a4dd80
00001014 0000 0000 0002 9bd31a76
00001016 0000 0000 0006 4aa72c7c
0000101a 0108 0067 006f 4aa74202
0000101b 0000 0000 0add 576b1e32
00001027 0108 005b 006f 3f6694c1
00001028 0000 0000 0add c56d944d
00001029 0000 0000 0004 d3b4099c
0000102c 00f3 005b 006f a92ab04e
0000102d 0000 0000 0add 01657043
0000102f 00f3 0067 006f 60cf6d77
00001030 0000 0000 0001 245a8253
00001031 0000 0000 0add 6f362425
00001033 0108 0067 006f 621c4332
00001034 0000 0000 0add b4c024fa
00001034 0000 0000 0004 b4c024fa
0000103a 0000 0000 0001 527f4dbb
0000103f 0000 0000 0002 2dc64d3e
00001041 0108 005b 006f 5b068b33
00001042 0000 0000 0add 81fce578
00001044 0000 0000 0006 fbfd081a
00001045 00f3 0067 006f 93226074
00001046 0000 0000 0add 5f56de78
0000104a 0000 0000 0002 cf6d240d
0000104b 00f3 0067 006f 90669e94
0000104c 0000 0000 0add 494891bc
0000104d 0000 0000 0006 e0d86885
00001052 0000 0000 0004 f2e1dc89
00001054 0000 0000 0003 a3fc8b6f
00001057 0044 009e 0050 44a8e7b8
00001058 0000 0000 0add 1a657ab2
00001059 0000 0000 0053 4fcb6de3
0000105a 0000 0000 0add 9b6caa7c
0000105e 0000 0000 0030 b0735fa5
0000105f 0000 0000 0add c622db5d
00001061 0000 0000 000b d4aabcb2
00001062 0000 0000 0add d4bf11dd
00001064 0000 0000 0053 9f4c5ede
00001065 0000 0000 0add 4dc480b1
00001068 0000 0000 2223 2af8aaed
00001068 bc61 a27b 6668 0302c6c4
00001069 858f 8740 6668 78e096f3
00001069 0000 0000 0add 78e096f3
0000106a 0000 0000 000b 03b67032
0000106b 0000 0000 0add b4b1cccb
00001074 0048 006a 0093 af0f6a90
00001074 0000 0000 0094 af0f6a90
0000107b 0000 0000 0002 03599e01
0000107d 0000 0000 0002 2f5e02c0
00001081 0000 0000 0003 b2b73735
00001083 0000 0000 0002 f15d7f06
00001085 0000 0000 0003 66a80c3e
00001087 0000 0000 0001 7f0074ca
0000108c 0000 0000 0001 7c89a4c6
0000108e 0000 0000 0001 51b83ad8
00001091 0000 0000 0001 622baab4
00001095 0000 0000 0003 f9d84b97
00001097 0000 0000 0004 ac811fb1
0000109d 0000 0000 0002 9c63df9d
0000109e 0000 0000 0002 278ff693
000010a1 0000 0000 0002 997c5978
000010a5 00f3 0065 0093 b60df3d5
000010a5 00b5 00a1 0094 b60df3d5
000010a6 0000 0000 0add 9ae83c45
000010af 0000 0000 0002 a5a604db
000010b1 0000 0000 0002 af132eda
000010b5 0000 0000 0004 2b3edad5
000010b7 0000 0000 0004 f10b0e15
000010b9 0000 0000 0003 b9ee532b
000010bb 0000 0000 0003 6a9ff10b
000010bd 0000 0000 0001 eedd5d8c
000010bf 0000 0000 0003 c6727cd9
000010c6 0000 0000 0002 4d0db4fc
000010cb 0000 0000 0001 ff70856d
000010cd 0070 006a 0093 1b8c78f6
000010cd 00a9 0099 0094 1b8c78f6
000010ce 0000 0000 0add a0bcbd17
000010d4 0000 0000 0002 a21c0c2a
000010d7 0000 0000 0003 0c31d911
000010db 0000 0000 0001 cecda7bd
000010df 0000 0000 0002 4819a68a
000010e1 0000 0000 0003 e0a46ffd
000010e3 0000 0000 0003 e81b1a86
000010e5 0000 0000 0001 efe31ae0
000010e7 0000 0000 0003 1f8c73fc
000010e9 0000 0000 0002 738b41d9
000010eb 0000 0000 0003 71f8e663
000010ed 0000 0000 0003 f3ab56e4
000010ef 0000 0000 0004 b7da417c
000010f1 0000 0000 0003 47b98f6c
000010f3 0000 0000 0003 7e716da1
000010f4 0000 0000 0001 b6ffddaf
000010f7 0000 0000 0003 c677a184
000010fd 0071 0072 0050 bbb56966
000010fe 0000 0000 0add 210da83b
000010fe 0000 0000 0005 210da83b
00001104 0093 0086 0050 7b19dfa7
00001105 0000 0000 0add e7c95ce3
0000110d 0000 0000 0002 70bb75ce
0000111a 0000 0000 0001 75003dc3
0000111e 00f3 0067 006f 6547c9f2
0000111f 0000 0000 0add d1049837
00001120 00f3 0067 006f 9a8857f6
00001121 0000 0000 0add 9aa88148
00001127 0091 008a 0050 05362e06
00001128 0000 0000 0add ac606867
0000112d 009b 009e 0050 4b27b72c
0000112e 0000 0000 0add 648ab61a
0000112f 00ac 0097 0050 ae33e4b2
00001130 0000 0000 0add b03cdef0
00001131 00a0 009e 0050 42d1b530
00001132 0000 0000 0add 5a0148fe
00001134 00a3 002f 0050 9c7c87a7
00001135 0000 0000 0add 2917b738
0000113b 00ac 0097 0093 9d36c6db
0000113b 00ac 0097 0094 9d36c6db
00001145 010a 002d 0064 ccdc03f8
00001146 0000 0000 0add 344f7d1c
0000114a 011b 0038 0064 c4ca82cd
0000114b 0000 0000 0add 2f0fc78c
00001154 0139 002d 0064 99d1b606
00001155 0000 0000 0add ae9f4c3f
00001158 00f1 0038 0064 6ad33f97
00001159 0000 0000 0add 13d54471
0000115c 011b 0038 0064 c6c64154
0000115d 0000 0000 0add af96dbc6
0000115e 011b 0038 0064 b9bf94d6
0000115f 0000 0000 0add 1c5b9f75
00001167 00ee 002d 0064 67b22c84
00001168 0000 0000 0add 4306b3e4
0000116a 00f1 0038 0064 67894c87
0000116b 0000 0000 0add 9ece03c3
00001170 011b 0038 0064 b2602ec6
00001171 0000 0000 0add c0b07108
00001175 00f1 0038 0064 7e6a5c83
00001176 0000 0000 0add 33798d23
00001177 010c 0044 0064 0dad1877
00001178 0000 0000 0add 90ff68ea
00001195 0101 0042 0064 d86b6f2f
00001196 0000 0000 0add 2f1a4bf7
000011c3 00bb 0055 0053 e6a7501a
000011c4 0000 0000 0add a9ac15d0
000011c6 0000 0000 000b 1ed58ebe
000011c7 0000 0000 0add 9f897f27
000011c9 00bb 0055 0093 5ff51c6c
000011c9 0080 0066 0094 5ff51c6c
000011ca 1354 c22a 6666 ac3c8c54
000011ca 0000 0000 0add 1db822cf
000011df 0000 0000 0001 de7f224e
000011e2 0000 0000 0003 4cf1168d
000011e4 0000 0000 0003 df438200
000011e6 0000 0000 0003 fa203360
000011e8 176a 5076 6667 74131e08
000011e8 0000 0000 0003 ee577773
000011ea 0000 0000 0003 7f3b41b0
000011ec 0000 0000 0003 e43b4709
000011ee 0000 0000 0003 83146b21
000011f0 0000 0000 0006 d1592033
000011f2 0000 0000 0003 150a6cf6
000011f4 0000 0000 0003 beddf7c4
000011f6 0000 0000 0001 7fb88109
000011f9 0000 0000 0003 0ef810a2
000011fb 0000 0000 0003 fa44b1d9
000011fe 0000 0000 0003 2325c0eb
00001200 0000 0000 0006 5cbbe037
00001202 0000 0000 0003 b3d073bc
00001204 0000 0000 0003 716fff02
00001207 0000 0000 0004 491e6715
0000120b 0000 0000 0002 65b73dfa
0000120e 0000 0000 0001 7642310f
00001210 0000 0000 0003 92a36eda
00001212 0000 0000 0003 2f67c247
00001214 0000 0000 0003 e0b4d4a1
00001217 0000 0000 0002 2756c0a3
0000121c 0000 0000 0001 7dc7d385
0000121e 0000 0000 0003 85156c47
0000121f 0000 0000 0002 816f33db
00001223 0000 0000 0003 bd126bfc
00001225 0000 0000 0001 47f5e035
0000122c 00f3 0067 006f 182d1a79
0000122d 0000 0000 0add a6516f81
00001233 00f3 0067 006f 52f8ef4c
00001234 0000 0000 0add d1f1d176
00001234 0000 0000 0006 d1f1d176
00001236 0000 0000 0002 3c37dd09
00001246 00f3 0067 006f 93d39dac
00001247 0000 0000 0add 4cfd049e
00001247 0000 0000 0004 4cfd049e
00001249 0108 0067 006f 991fd173
0000124a 176a 5076 6667 e876422c
0000124a 0000 0000 0add cb3d29c7
0000124a 0000 0000 0001 cb3d29c7
0000124c 00fd 005b 006f ff494f6a
0000124d 0000 0000 0add 4f66c99a
0000124d 0000 0000 0005 4f66c99a
00001250 00f6 0061 006f 69718053
00001251 0000 0000 0add 2b60310d
00001252 00f3 0067 006f c08e3958
00001253 0000 0000 0add a21daebd
00001254 1354 c22a 6666 4af80406
00001254 0000 0000 0005 64b61919
00001256 0108 0067 006f 458fdf25
00001257 0000 0000 0add d6d6793b
00001259 0108 005b 006f 6eae0bbb
0000125a 1354 c22a 6666 d2288a53
0000125a 0000 0000 0add 9326e2a2
0000125b 0000 0004 2221 a284c1ac
0000125b 0000 0000 0005 e9a29e3b
00001260 0108 0067 006f 0fd9a294
00001261 0000 0000 0add 0e15a3ff
00001261 0108 0067 006f 0e15a3ff
00001262 0000 0000 0add 83984c28
00001262 0108 005b 006f 83984c28
00001263 0000 0000 0add e6c0ee1a
00001263 0000 0000 0006 e6c0ee1a
00001268 00f3 0067 006f 710799b0
00001269 0000 0000 0add 4d1a633c
00001269 00f4 0060 006f 4d1a633c
0000126a 0000 0000 0add a5779f5f
0000126b 00f3 0067 006f db87bfda
0000126c 0000 0000 0add add56d4e
0000126d 0000 0000 0005 37d3c2f5
00001271 0000 0000 0003 c6106b15
00001276 0000 0000 0002 19c9a967
00001279 0000 0000 0003 3a430341
0000127b 0000 0000 0001 7fee74f8
0000127e 0000 0000 0001 ff50d2d7
00001280 0000 0000 0003 60dd872e
